year,state,Black,Other,White,Female,Male,0 years,1-4 years,10-14 years,15-19 years,20-24 years,25-29 years,30-34 years,35-39 years,40-44 years,45-49 years,5-9 years,50-54 years,55-59 years,60-64 years,65-69 years,70-74 years,75-79 years,80-84 years,85+ years
1999-01-01,ND,4007,35253,604999,322617,321642,7547,32285,48152,54178,49765,39953,38532,48510,51351,46436,43592,36468,28259,24860,23242,22820,19071,14680,14558
1999-01-01,NE,72024,38002,1594738,865531,839233,23110,93224,129603,135215,118151,111807,111440,132900,133007,120758,124124,98618,75854,64422,59730,56690,47817,34439,33855
1999-01-01,NH,10565,19449,1192000,621409,600605,14019,61767,91850,85086,67321,73597,88800,111031,109702,95212,89400,81814,59876,45930,40928,37071,30261,20476,17873
1999-01-01,NJ,1231242,519159,6609191,4304271,4055321,110153,452423,574638,521754,477874,548811,656599,733237,697929,598841,604736,532295,412789,328290,295460,283383,237613,160064,132703
1999-01-01,NM,42091,202570,1563421,918661,889421,26508,104996,147076,146003,120174,114570,120209,143231,140390,128839,142803,109867,84247,70757,62428,53956,42474,27017,22537
1999-01-01,NV,143853,133113,1657752,949422,985296,28837,113247,132843,122575,123045,144007,158717,163817,151337,134314,144042,122075,100088,81732,70207,59520,43555,24426,16334
1999-01-01,NY,3410768,1236194,14235763,9777654,9105071,243244,1002915,1302892,1275530,1230168,1336334,1468598,1577435,1492389,1320845,1363341,1174240,913115,751924,658226,617661,507065,342188,304615
1999-01-01,OH,1347742,171254,9816458,5835017,5500437,148182,609007,823530,820849,724016,751195,788462,897269,919604,821791,820559,702962,546215,456222,405056,391012,322507,213209,173807
1999-01-01,OK,277057,359909,2800181,1748783,1688364,47326,186830,253035,270348,244428,230375,222269,264617,262529,235774,247229,206895,169020,142567,128285,113578,93343,61804,56895
1999-01-01,OR,66369,173316,3154256,1712226,1681715,43923,177536,240424,244611,225328,232622,234262,260244,273153,268975,234335,226015,167191,128772,112788,107314,94830,65433,56185
1999-01-01,PA,1279925,249297,10734583,6347064,5916741,140732,591206,856318,848682,740343,760654,829015,964553,993222,891134,838719,767932,608509,512226,486942,495142,419105,287136,232235
1999-01-01,RI,62303,32712,945387,540724,499678,12244,52027,69692,73898,69602,69058,74605,85892,83913,73294,72625,63917,48135,38740,36565,38437,33734,23522,20502
1999-01-01,SC,1192652,52189,2729841,2045606,1929076,53472,208594,285947,295241,278087,282219,282553,314683,307600,281896,289113,252394,199582,163432,145052,124344,99953,61867,48653
1999-01-01,SD,4749,67466,678197,378500,371912,10011,40713,59848,62829,51766,44989,45933,57480,58288,52413,55266,41612,32687,28796,27183,26056,22549,16143,15850
1999-01-01,TN,939791,73588,4625327,2897466,2741240,74673,296171,388130,395646,381011,408164,412169,453698,445882,405455,394276,361477,286681,236999,203089,177624,143728,93466,80367
1999-01-01,TX,2461293,738314,17358613,10360202,10198018,332378,1284813,1611277,1619632,1498912,1574407,1567480,1697408,1603808,1374078,1640288,1146781,863292,693373,604694,529022,416805,266005,233767
1999-01-01,UT,21374,89620,2092488,1100167,1103315,44276,162157,191810,219171,217614,173293,148235,151548,147706,128072,190841,101529,77681,61905,53298,47428,39175,26586,21157
1999-01-01,VA,1422517,295473,5282184,3569683,3430491,91863,366586,485971,478532,470223,504307,544128,610098,580535,514775,496005,457163,346619,268232,229657,202791,163616,103867,85206
1999-01-01,VT,3535,7791,593357,308398,296285,6329,27596,45159,45231,37141,36188,39818,50052,52562,49200,41931,41795,31228,23826,20963,19432,15635,10743,9854
1999-01-01,WA,222319,481638,5138607,2934901,2907663,77332,315531,430279,424735,380775,403057,438866,491019,490566,445731,427119,377487,274976,207736,175615,160954,141946,96607,82233
1999-01-01,WI,315230,142847,4874589,2701525,2631141,65920,269904,404270,407067,350798,339102,374238,441021,435951,389465,383130,320353,246287,203967,182689,173850,145784,104704,94166
1999-01-01,WV,59775,11928,1740096,931809,879990,20075,82437,116999,129301,121695,115558,113811,131891,143766,140462,112026,124022,97143,85815,76359,73112,58099,37793,31435
1999-01-01,WY,4250,14791,472739,244518,247262,6070,25021,39170,42523,33185,29627,29400,37875,42628,39777,34679,31755,24050,19186,16464,14640,11533,7649,6548
2000-01-01,AK,26707,140160,461096,303213,324750,9445,38083,56861,50226,40231,42571,46337,55520,58471,53812,53439,41834,27607,17420,12753,9982,6944,3761,2666
2000-01-01,AL,1170617,61700,3219856,2302835,2149338,59617,235568,321372,325612,309170,298679,301179,338693,345820,316816,313178,287948,226761,190880,167835,148805,118478,78201,67561
2000-01-01,AR,427259,44576,2206753,1371015,1307573,36428,144958,193693,199484,183343,175347,175928,199608,198318,183057,186221,169431,140326,117942,104943,93071,76694,53063,46733
2000-01-01,AZ,184843,396828,4578915,2584579,2576007,78966,305134,381738,370484,367199,373244,369534,392930,378698,335059,389520,300140,241181,205427,189473,175520,145023,92262,69054
2000-01-01,CA,2523792,4652565,26811620,17050415,16937562,492631,1998217,2587669,2459982,2402521,2538599,2691610,2812409,2681664,2345152,2717425,2021350,1477507,1152792,984993,905056,782675,507401,428324
2000-01-01,CO,189870,173124,3963927,2147742,2179179,61926,236987,314366,309455,309098,331110,333782,366372,373185,338081,308509,283128,196749,145887,121465,105474,86456,56273,48618
2000-01-01,CT,349054,105911,2956812,1759318,1652459,43184,179997,242756,217105,188617,200230,250194,289835,290915,254260,243110,230442,178114,132266,117244,113864,101283,73756,64605
2000-01-01,DC,353464,19595,198987,302643,269403,6577,25744,30137,37829,52303,52579,48832,45754,41785,39542,34997,36283,27909,22011,18439,17328,14992,10047,8958
2000-01-01,DE,157960,21439,606974,404447,381926,10412,41130,55614,55902,52218,50942,57599,64519,63195,55201,55591,49852,39629,32400,29989,26536,21359,13661,10624
2000-01-01,FL,2480129,385918,13181468,8217314,7830201,189540,756955,1064761,1019203,937986,991304,1090756,1260735,1231365,1094898,1028130,997424,829302,743001,726588,724797,618115,410269,332386
2000-01-01,GA,2410079,222435,5594789,4180233,4047070,122726,473579,612795,599902,598420,639613,659328,698934,659009,578523,613973,514384,379438,288239,237059,199564,158440,105107,88270
2000-01-01,HI,30408,888254,294857,603494,610025,15708,62379,83278,81028,84531,83391,87066,95554,95410,90632,84497,81366,60944,46620,42820,42440,35501,22611,17743
2000-01-01,IA,70592,51245,2807230,1491775,1437292,37668,150488,211121,227104,204722,175799,185813,216792,227535,213671,201543,181708,139868,118855,106908,104340,91600,68084,65448
2000-01-01,ID,7683,36146,1255601,647984,651446,19973,77943,105354,111578,94698,84670,84512,94757,98523,92930,100671,78986,60535,47842,40184,35863,30577,21647,18187
2000-01-01,IL,1936532,509794,9987835,6345277,6088884,175439,699946,908672,897721,855309,886378,919791,992982,988790,877971,924569,760140,581134,464665,396176,374113,317375,220139,192851
2000-01-01,IN,535729,88243,5467894,3103169,2988697,85337,337529,445214,455362,429055,405966,421950,476361,483617,439773,441170,383665,296197,236858,203269,191514,160182,106803,92044
2000-01-01,KS,168056,84498,2441127,1362500,1331181,38430,150351,204968,210971,191190,171830,176022,206639,213334,193867,194851,163119,122471,99110,89772,85671,75253,53783,52049
2000-01-01,KY,309072,44063,3695886,2069716,1979305,53633,211990,280559,290057,284962,278770,286901,320703,321487,295867,277905,265691,205915,168986,144387,129202,105010,68356,58640
2000-01-01,LA,1470682,89163,2912040,2306978,2164907,64596,251754,348959,366564,327788,293761,304326,341618,349404,317304,334124,273221,209857,170890,147829,134864,107141,68999,58886
2000-01-01,MA,428547,283634,5648923,3296245,3064859,78850,318229,433272,416959,407324,431516,492661,538597,523551,464657,429119,415692,312133,237646,215817,211009,185194,131584,117294
2000-01-01,MD,1530353,252563,3528118,2746031,2565003,70434,282656,394250,357207,317402,341001,405469,463650,452990,401986,389235,359884,270584,202843,168390,153278,129075,83370,67330
2000-01-01,ME,8818,18567,1249687,655545,621527,13567,57102,92584,89792,70134,71206,85547,103733,109076,102527,82669,91541,68919,54962,49998,46067,38198,25998,23452
2000-01-01,MI,1468133,271981,8212336,5072182,4880268,132503,538949,749920,722243,648007,649448,706999,783741,812276,738696,741365,639232,488954,378818,328204,313936,260899,174916,143344
2000-01-01,MN,196652,219971,4517069,2490622,2443070,65826,264159,377027,376164,324995,317962,353839,411295,412926,366725,354934,304710,228635,179113,152801,142599,123017,90869,86096
2000-01-01,MO,652894,104741,4849650,2879787,2727498,73526,296010,413823,414907,372298,359680,376688,441960,445644,398212,396988,350692,281080,229546,204813,187650,157550,107136,99082
2000-01-01,MS,1043359,33590,1771404,1472553,1375800,41567,162190,219609,233528,214598,190989,189113,211577,213731,193206,215355,171740,133015,114117,98055,87507,68758,46679,43019
2000-01-01,MT,4056,65928,833789,453425,450348,10821,43996,69500,71591,58669,50620,52171,66279,75508,73805,61650,62267,47484,38124,32501,29991,24776,18545,15475
2000-01-01,NC,1785118,238890,6057606,4119034,3962580,112027,427839,554863,541400,585665,599470,613180,654661,634719,574795,560391,521184,403424,325509,283137,251454,202437,129495,105964
2000-01-01,ND,4971,37102,599950,321555,320468,7700,31565,47496,53733,50678,38359,38035,46679,51021,47600,42674,38265,29055,24578,23067,22714,19101,14871,14832
2000-01-01,NE,74826,42267,1596727,868980,844840,23695,93294,129380,135348,120920,111269,111336,129477,134051,123423,122881,104010,78053,64253,59171,56212,48072,34809,34166
2000-01-01,NH,11612,21634,1206636,630111,609771,14147,61603,93825,87097,69193,70774,88821,109381,111991,98907,88330,86900,63210,47322,41145,37214,30706,20989,18327
2000-01-01,NJ,1244586,549253,6636782,4340112,4090509,111758,452034,593328,526522,482953,542142,644279,725877,709273,614689,601770,553333,426133,332160,292481,281108,240567,163504,136710
2000-01-01,NM,42775,210517,1567912,925624,895580,26765,103687,147881,145935,121615,114557,118449,139909,141996,131568,140258,115809,87579,71873,63384,54735,43994,27764,23446
2000-01-01,NV,151556,145921,1721264,990315,1028426,29711,117267,140958,128571,132078,149071,159113,166780,157774,142103,149749,131206,106553,86209,72065,61054,45442,25782,17255
2000-01-01,NY,3443462,1291794,14266524,9842061,9159719,246751,990327,1337562,1288087,1251399,1298254,1452273,1561224,1511463,1347282,1344149,1223534,937243,758770,656417,618172,515490,349578,313805
2000-01-01,OH,1364281,182487,9816775,5845425,5518118,149663,603741,830437,819088,734584,728873,782328,879343,922677,838939,811670,738477,556612,457704,401622,387175,326115,216776,177719
2000-01-01,OK,280566,369224,2804575,1756493,1697872,47989,187983,252853,270083,248181,227038,222361,258091,264936,242120,243036,215138,174245,143741,128538,113679,94274,62673,57406
2000-01-01,OR,69705,181454,3178549,1728647,1701061,44749,178398,243176,245470,232059,232532,237151,254933,271531,272862,233577,238121,174117,132050,112344,106670,95268,66871,57829
2000-01-01,PA,1296937,265014,10722222,6351999,5932174,142568,583401,866145,852407,751274,726167,825434,946077,997325,912495,822683,803362,623299,513368,478683,487367,422459,291477,238182
2000-01-01,RI,65323,34709,950236,545774,504494,12351,51565,71691,75568,72428,64439,75503,84985,85142,75898,71629,67123,50321,39195,35874,37567,34091,23893,21005
2000-01-01,SC,1204830,57608,2761785,2068627,1955596,54540,209960,292066,297302,284165,275154,283782,313802,311718,289774,283789,265697,208217,167050,145859,124741,101973,64122,50512
2000-01-01,SD,6185,70476,679183,380681,375163,10324,40717,59650,62688,53086,44720,45942,56335,58895,54167,54225,44223,33817,28859,26993,25942,22548,16520,16193
2000-01-01,TN,953877,82521,4667321,2926133,2777586,75874,298793,397123,396794,389664,400884,411888,451901,450631,415522,394011,378483,296125,240646,204592,178461,145416,94954,81957
2000-01-01,TX,2498467,796373,17649659,10545156,10399343,337037,1291553,1644416,1644928,1551447,1587889,1574951,1689146,1643072,1427642,1650665,1210389,904193,706128,611283,533653,426356,270589,239162
2000-01-01,UT,23349,94105,2127048,1119827,1124675,45201,164821,193767,217947,226801,178064,149379,150623,149721,132852,192897,107392,80836,62975,53823,47968,39978,27493,21964
2000-01-01,VA,1445626,319831,5340360,3619742,3486075,93863,368393,499023,485807,486670,494915,540473,609721,592573,530479,493168,479167,361435,274934,229792,203306,166994,107368,87736
2000-01-01,VT,4140,8842,596636,310849,298769,6423,27523,45549,45909,38034,33842,40367,49134,52573,50361,40909,44121,32775,24404,21090,19559,15981,11004,10060
2000-01-01,WA,231593,502356,5176563,2967734,2942778,78825,315943,437007,429985,393423,401043,437910,482547,492746,457157,424463,395872,287563,212256,176025,160968,143112,99006,84661
2000-01-01,WI,323897,151540,4898562,2719235,2654764,68190,274153,404990,408587,359318,331605,372507,433526,441231,400058,378057,337938,254472,206020,181586,173017,146959,105684,96101
2000-01-01,WV,60967,14538,1731516,928269,878752,20292,81047,116184,125735,120617,112230,115098,128850,142357,141705,110195,130175,99344,86132,75639,72491,58859,38116,31955
2000-01-01,WY,4720,15732,473848,245584,248716,6183,24707,38454,42004,33627,29767,29727,36303,42348,40899,33938,33658,25068,19733,16594,14760,11862,7882,6786
2001-01-01,AK,27347,142549,463818,305579,328135,9826,37350,57077,52378,42602,41148,46006,52983,58021,55123,51312,44830,28949,18694,13037,10301,7212,4026,2839
2001-01-01,AL,1177479,64527,3225628,2309496,2158138,61537,235087,323615,321866,318741,286763,302186,330870,347133,323347,307526,300108,231202,193822,169261,149001,118750,79883,66936
2001-01-01,AR,429929,46986,2214656,1376845,1314726,37013,145013,194805,195850,190858,171515,176768,194910,200122,186969,184198,176263,142212,120516,105975,92273,76299,53545,46467
2001-01-01,AZ,194201,409977,4669299,2641676,2631801,84721,309343,392683,371612,388395,371096,377471,389659,388232,346161,388279,318243,251367,212982,191895,177017,146970,96357,70994
2001-01-01,CA,2547829,4833445,27098184,17294223,17185235,524357,1964941,2668867,2484581,2500519,2511761,2722640,2786905,2729412,2411423,2671134,2122855,1540553,1187864,993690,904187,785430,531112,437227
2001-01-01,CO,196376,183178,4046133,2195705,2229982,66788,242441,320321,319058,323532,328262,346383,359051,378924,346844,308219,302429,206124,151870,123072,106470,87364,59001,49534
2001-01-01,CT,355440,112167,2965228,1768959,1663876,42667,177421,248552,225932,189619,191917,245375,284856,295329,262459,240158,237960,184458,135156,115464,113083,100597,75652,66180
2001-01-01,DC,349536,20284,204684,303740,270764,7479,24917,31528,37576,51863,52189,50231,45854,41977,39238,33830,37887,28521,22569,18116,16828,14778,10254,8869
2001-01-01,DE,162206,23051,610442,409349,386350,10769,40930,56900,56620,54774,48938,57067,63708,64177,56935,54575,52628,40761,33481,29911,26905,21470,14285,10865
2001-01-01,FL,2553214,410897,13392855,8372776,7984190,205486,762503,1094246,1040770,994750,971119,1100658,1251686,1268344,1134584,1018469,1052477,861880,766195,729638,726158,619176,423584,335243
2001-01-01,GA,2468186,240408,5668444,4256162,4120876,133456,481287,629644,604420,621311,623999,671863,697787,674368,594742,611462,540628,393182,298870,242569,200541,159789,108659,88461
2001-01-01,HI,32533,894896,298519,609189,616759,16759,60865,84878,81642,88395,81567,86993,93624,95087,92368,82564,84994,64623,48203,42665,42175,36250,23555,18741
2001-01-01,IA,73183,52976,2805838,1492287,1439710,37930,150178,211274,227361,207116,169854,186612,208340,228482,216605,198013,192217,141780,120471,106545,102834,91196,69129,66060
2001-01-01,ID,8553,37705,1273704,658043,661919,20753,79129,106539,112006,98407,83480,86420,92645,99609,95053,100523,83858,62735,49957,41280,36039,30535,22427,18567
2001-01-01,IL,1940249,532697,10015499,6370443,6118002,182014,691925,920321,897214,870940,864728,923737,969687,998028,894624,911716,798852,592146,471511,394996,369777,316711,224395,195123
2001-01-01,IN,545974,93558,5488228,3120158,3007602,87279,337960,450526,453729,440515,393171,424721,463788,487812,448933,437890,402731,300421,242189,203266,189760,160308,109414,93347
2001-01-01,KS,169671,87736,2444755,1365966,1336196,38684,149905,204021,213126,195149,166480,177007,198391,214009,198465,192889,172443,125198,100792,89249,84664,74660,54986,52044
2001-01-01,KY,314168,46605,3707359,2076871,1991261,54981,212070,282920,285310,295534,268522,288426,313491,323852,300584,274560,278427,209278,173020,145638,128712,104661,69475,58671
2001-01-01,LA,1475975,91490,2910410,2308063,2169812,65338,251423,346178,360696,341040,284976,302237,331691,349800,323567,325487,287939,213980,174623,148083,133663,107742,71103,58309
